title                                                                                                                                                                                                                                                     , page_url                                                                                                                                                                  , sektor                                          , subsektor                                                                                                                                                                                                                 , jenis_regulasi, nomor_regulasi            , tanggal_berlaku  , filename                                                                                                                                                                                                                                                     , file_url                                                                                                                                                                                                                                                                                                                                                                  , new_filename                                                                                                                                                                                                                                                   , pages, page_range
Bank Umum yang Melakukan Kegiatan Sebagai Wali Amanat                                                                                                                                                                                                     , https://www.ojk.go.id/id/regulasi/Pages/Bank-Umum-yang-Melakukan-Kegiatan-Sebagai-Wali-Amanat.aspx                                                                        , Pasar Modal                                     , Pasar Modal Syariah                                                                                                                                                                                                       , Peraturan OJK , 19 /POJK.04/2020          , 23 April 2020    , Bank-Umum-yang-Melakukan-Kegiatan-Sebagai-Wali-Amanat -- POJK 19-2020.pdf                                                                                                                                                                                    , https://www.ojk.go.id/id/regulasi/Documents/Pages/Bank-Umum-yang-Melakukan-Kegiatan-Sebagai-Wali-Amanat/POJK%2019-2020.pdf                                                                                                                                                                                                                                                , ojk-peraturan_ojk-19_pojk_04_2020-23042020-bank_umum_yang_melakukan_kegiatan_sebagai_wali_amanat.pdf                                                                                                                                                           ,     2, 0-10
Saham Bonus                                                                                                                                                                                                                                               , https://www.ojk.go.id/id/regulasi/Pages/Saham-Bonus.aspx                                                                                                                  , Pasar Modal                                     , "Lembaga Penunjang Pasar Modal,  Profesi Penunjang Pasar Modal"                                                                                                                                                           , Peraturan OJK , 27 /POJK.04/2020          , 23 April 2020    , Saham-Bonus -- POJK 27-2020.pdf                                                                                                                                                                                                                              , https://www.ojk.go.id/id/regulasi/Documents/Pages/Saham-Bonus/POJK%2027-2020.pdf                                                                                                                                                                                                                                                                                          , ojk-peraturan_ojk-27_pojk_04_2020-23042020-saham_bonus.pdf                                                                                                                                                                                                     ,     1, 0-10
Penawaran yang Bukan Merupakan Penawaran Umum                                                                                                                                                                                                             , https://www.ojk.go.id/id/regulasi/Pages/Penawaran-yang-Bukan-Merupakan-Penawaran-Umum.aspx                                                                                , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 26 /POJK.04/2020          , 23 April 2020    , Penawaran-yang-Bukan-Merupakan-Penawaran-Umum -- POJK 26-2020.pdf                                                                                                                                                                                            , https://www.ojk.go.id/id/regulasi/Documents/Pages/Penawaran-yang-Bukan-Merupakan-Penawaran-Umum/POJK%2026-2020.pdf                                                                                                                                                                                                                                                        , ojk-peraturan_ojk-26_pojk_04_2020-23042020-penawaran_yang_bukan_merupakan_penawaran_umum.pdf                                                                                                                                                                   ,     1, 0-10
Pedoman Bentuk dan Isi Prospektus dalam Rangka Penawaran Umum Reksa Dana                                                                                                                                                                                  , https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Bentuk-dan-Isi-Prospektus-dalam-Rangka-Penawaran-Umum-Reksa-Dana-.aspx                                                    , Pasar Modal                                     , Reksa Dana                                                                                                                                                                                                                , Peraturan OJK , 25 /POJK.04/2020          , 23 April 2020    , Pedoman-Bentuk-dan-Isi-Prospektus-dalam-Rangka-Penawaran-Umum-Reksa-Dana- -- POJK 25-2020.pdf                                                                                                                                                                , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Bentuk-dan-Isi-Prospektus-dalam-Rangka-Penawaran-Umum-Reksa-Dana-/POJK%2025-2020.pdf                                                                                                                                                                                                                            , ojk-peraturan_ojk-25_pojk_04_2020-23042020-pedoman_bentuk_dan_isi_prospektus_dalam_rangka_penawaran_umum_reksa_dana.pdf                                                                                                                                        ,     2, 0-10
Perintah Tertulis untuk Penanganan Permasalahan Bank                                                                                                                                                                                                      , https://www.ojk.go.id/id/regulasi/Pages/Perintah-Tertulis-untuk-Penanganan-Permasalahan-Bank.aspx                                                                         , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 18 /POJK.03/2020          , 21 April 2020    , Perintah-Tertulis-untuk-Penanganan-Permasalahan-Bank -- pojk 18-2020.pdf                                                                                                                                                                                     , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perintah-Tertulis-untuk-Penanganan-Permasalahan-Bank/pojk%2018-2020.pdf                                                                                                                                                                                                                                                 , ojk-peraturan_ojk-18_pojk_03_2020-21042020-perintah_tertulis_untuk_penanganan_permasalahan_bank.pdf                                                                                                                                                            ,     3, 0-10
Transaksi Material dan Perubahan Kegiatan Usaha                                                                                                                                                                                                           , https://www.ojk.go.id/id/regulasi/Pages/Transaksi-Material-dan-Perubahan-Kegiatan-Usaha.aspx                                                                              , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 17/POJK.04/2020           , 20 April 2020    , Transaksi-Material-dan-Perubahan-Kegiatan-Usaha -- pojk 17-2020.pdf                                                                                                                                                                                          , https://www.ojk.go.id/id/regulasi/Documents/Pages/Transaksi-Material-dan-Perubahan-Kegiatan-Usaha/pojk%2017-2020.pdf                                                                                                                                                                                                                                                      , ojk-peraturan_ojk-17_pojk_04_2020-20042020-transaksi_material_dan_perubahan_kegiatan_usaha.pdf                                                                                                                                                                 ,     1, 0-10
Pelaksanaan Rapat Umum Pemegang Saham Perusahaan Terbuka Secara Elektronik                                                                                                                                                                                , https://www.ojk.go.id/id/regulasi/Pages/Pelaksanaan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-Secara-Elektronik--.aspx                                                 , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 16/POJK.04/2020           , 20 April 2020    , Pelaksanaan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-Secara-Elektronik-- -- pojk 16-2020.pdf                                                                                                                                                             , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaksanaan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-Secara-Elektronik--/pojk%2016-2020.pdf                                                                                                                                                                                                                         , ojk-peraturan_ojk-16_pojk_04_2020-20042020-pelaksanaan_rapat_umum_pemegang_saham_perusahaan_terbuka_secara_elektronik.pdf                                                                                                                                      ,     2, 0-10
Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka                                                                                                                                                                                  , https://www.ojk.go.id/id/regulasi/Pages/Rencana-dan-Penyelenggaraan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-.aspx                                                    , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 15/POJK.04/2020           , 20 April 2020    , Rencana-dan-Penyelenggaraan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka- -- pojk 15-2020.pdf                                                                                                                                                                , https://www.ojk.go.id/id/regulasi/Documents/Pages/Rencana-dan-Penyelenggaraan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-/pojk%2015-2020.pdf                                                                                                                                                                                                                            , ojk-peraturan_ojk-15_pojk_04_2020-20042020-rencana_dan_penyelenggaraan_rapat_umum_pemegang_saham_perusahaan_terbuka.pdf                                                                                                                                        ,     2, 0-10
Kebijakan Countercyclical Dampak Penyebaran Coronavirus Disease 2019 bagi Lembaga Jasa Keuangan Nonbank                                                                                                                                                   , https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-Countercyclical-Dampak-Penyebaran-Coronavirus-Disease-2019-bagi-Lembaga-Jasa-Keuangan-Non-Bank.aspx                     , IKNB                                            , "IKNB Syariah,  Asuransi,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro"                                                                                                                    , Peraturan OJK , 14/POJK.05/2020           , 14 April 2020    , Kebijakan-Countercyclical-Dampak-Penyebaran-Coronavirus-Disease-2019-bagi-Lembaga-Jasa-Keuangan-Non-Bank -- pojk 14-2020.pdf                                                                                                                                 , https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-Countercyclical-Dampak-Penyebaran-Coronavirus-Disease-2019-bagi-Lembaga-Jasa-Keuangan-Non-Bank/pojk%2014-2020.pdf                                                                                                                                                                                             , ojk-peraturan_ojk-14_pojk_05_2020-14042020-kebijakan_countercyclical_dampak_penyebaran_coronavirus_disease_2019_bagi_lembaga_jasa_keuangan_nonbank.pdf                                                                                                         ,    19, 11-20
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 38/POJK.03/2016 tentang Penerapan Manajemen Risiko dalam Penggunaan Teknologi Informasi oleh Bank Umum                                                                                              , https://www.ojk.go.id/id/regulasi/Pages/tentang-Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Bank-Umum.aspx                                       , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 13 /POJK.03/2020          , 24 Maret 2020    , tentang-Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Bank-Umum -- pojk 13-2020.pdf                                                                                                                                                   , https://www.ojk.go.id/id/regulasi/Documents/Pages/tentang-Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Bank-Umum/pojk%2013-2020.pdf                                                                                                                                                                                                               , ojk-peraturan_ojk-13_pojk_03_2020-24032020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_38_pojk_03_2016_tentang_penerapan_manajemen_risiko_dalam_penggunaan_teknologi_informasi_oleh_bank_umum.pdf                                                    ,     1, 0-10
Konsolidasi Bank Umum                                                                                                                                                                                                                                     , https://www.ojk.go.id/id/regulasi/Pages/Konsolidasi-Bank-Umum.aspx                                                                                                        , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 12 /POJK.03/2020          , 17 Maret 2020    , Konsolidasi-Bank-Umum -- pojk 12-2020.pdf                                                                                                                                                                                                                    , https://www.ojk.go.id/id/regulasi/Documents/Pages/Konsolidasi-Bank-Umum/pojk%2012-2020.pdf                                                                                                                                                                                                                                                                                , ojk-peraturan_ojk-12_pojk_03_2020-17032020-konsolidasi_bank_umum.pdf                                                                                                                                                                                           ,     5, 0-10
Stimulus Perekonomian Nasional Sebagai Kebijakan Countercyclical Dampak Penyebaran Coronavirus Disease 2019                                                                                                                                               , https://www.ojk.go.id/id/regulasi/Pages/Stimulus-Perekonomian-Nasional-Sebagai-Kebijakan-Countercyclical-Dampak-Penyebaran-Coronavirus-Disease-2019.aspx                  , Perbankan                                       , "Bank Umum,  Perbankan Syariah"                                                                                                                                                                                           , Peraturan OJK , 11/POJK.03/2020           , 16 Maret 2020    , Stimulus-Perekonomian-Nasional-Sebagai-Kebijakan-Countercyclical-Dampak-Penyebaran-Coronavirus-Disease-2019 -- pojk 11-2020.pdf                                                                                                                              , https://www.ojk.go.id/id/regulasi/Documents/Pages/Stimulus-Perekonomian-Nasional-Sebagai-Kebijakan-Countercyclical-Dampak-Penyebaran-Coronavirus-Disease-2019/pojk%2011-2020.pdf                                                                                                                                                                                          , ojk-peraturan_ojk-11_pojk_03_2020-16032020-stimulus_perekonomian_nasional_sebagai_kebijakan_countercyclical_dampak_penyebaran_coronavirus_disease_2019.pdf                                                                                                     ,     1, 0-10
Laporan Biro Administrasi Efek atau Emiten dan Perusahaan Publik yang Menyelenggarakan Administrasi Efek Sendiri                                                                                                                                          , https://www.ojk.go.id/id/regulasi/Pages/Laporan-Biro-Administrasi-Efek-atau-Emiten-dan-Perusahaan-Publik-yang-Menyelenggarakan-Administrasi-Efek-Sendiri.aspx             , Pasar Modal                                     , "Bursa Efek,  Emiten dan Perusahaan Publik"                                                                                                                                                                               , Peraturan OJK , 10 /POJK.04/2020          , 19 Februari 2020 , Laporan-Biro-Administrasi-Efek-atau-Emiten-dan-Perusahaan-Publik-yang-Menyelenggarakan-Administrasi-Efek-Sendiri -- pojk 10-2020.pdf                                                                                                                         , https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Biro-Administrasi-Efek-atau-Emiten-dan-Perusahaan-Publik-yang-Menyelenggarakan-Administrasi-Efek-Sendiri/pojk%2010-2020.pdf                                                                                                                                                                                     , ojk-peraturan_ojk-10_pojk_04_2020-19022020-laporan_biro_administrasi_efek_atau_emiten_dan_perusahaan_publik_yang_menyelenggarakan_administrasi_efek_sendiri.pdf                                                                                                ,     1, 0-10
Perizinan Biro Administrasi Efek                                                                                                                                                                                                                          , https://www.ojk.go.id/id/regulasi/Pages/Perizinan-Biro-Administrasi-Efek.aspx                                                                                             , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 9 /POJK.04/2020           , 19 Februari 2020 , Perizinan-Biro-Administrasi-Efek -- pojk 9-2020.pdf                                                                                                                                                                                                          , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perizinan-Biro-Administrasi-Efek/pojk%209-2020.pdf                                                                                                                                                                                                                                                                      , ojk-peraturan_ojk-9_pojk_04_2020-19022020-perizinan_biro_administrasi_efek.pdf                                                                                                                                                                                 ,     1, 0-10
Penerbitan Foreign Depositary Receipts                                                                                                                                                                                                                    , https://www.ojk.go.id/id/regulasi/Pages/Penerbitan-Foreign-Depositary-Receipts.aspx                                                                                       , Pasar Modal                                     , "Bursa Efek,  Emiten dan Perusahaan Publik"                                                                                                                                                                               , Peraturan OJK , 8 /POJK.04/2020           , 19 Februari 2020 , Penerbitan-Foreign-Depositary-Receipts -- pojk 8-2020.pdf                                                                                                                                                                                                    , https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerbitan-Foreign-Depositary-Receipts/pojk%208-2020.pdf                                                                                                                                                                                                                                                                , ojk-peraturan_ojk-8_pojk_04_2020-19022020-penerbitan_foreign_depositary_receipts.pdf                                                                                                                                                                           ,     1, 0-10
Penawaran Umum Efek Bersifat Utang dan/atau Sukuk dalam Denominasi Mata Uang Selain Rupiah                                                                                                                                                                , https://www.ojk.go.id/id/regulasi/Pages/Penawaran-Umum-Efek-Bersifat-Utang-dan-atau-Sukuk-Dalam-Denominasi-Mata-Uang-Selain-Rupiah.aspx                                   , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 7 /POJK.04/2020           , 19 Februari 2020 , Penawaran-Umum-Efek-Bersifat-Utang-dan-atau-Sukuk-Dalam-Denominasi-Mata-Uang-Selain-Rupiah -- pojk 7-2020.pdf                                                                                                                                                , https://www.ojk.go.id/id/regulasi/Documents/Pages/Penawaran-Umum-Efek-Bersifat-Utang-dan-atau-Sukuk-Dalam-Denominasi-Mata-Uang-Selain-Rupiah/pojk%207-2020.pdf                                                                                                                                                                                                            , ojk-peraturan_ojk-7_pojk_04_2020-19022020-penawaran_umum_efek_bersifat_utang_dan_atau_sukuk_dalam_denominasi_mata_uang_selain_rupiah.pdf                                                                                                                       ,     1, 0-10
Penawaran Umum Sertifikat Penitipan Efek Indonesia                                                                                                                                                                                                        , https://www.ojk.go.id/id/regulasi/Pages/Penawaran-Umum-Sertifikat-Penitipan-Efek-Indonesia.aspx                                                                           , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 6 /POJK.04/2020           , 19 Februari 2020 , Penawaran-Umum-Sertifikat-Penitipan-Efek-Indonesia -- pojk 6-2020.pdf                                                                                                                                                                                        , https://www.ojk.go.id/id/regulasi/Documents/Pages/Penawaran-Umum-Sertifikat-Penitipan-Efek-Indonesia/pojk%206-2020.pdf                                                                                                                                                                                                                                                    , ojk-peraturan_ojk-6_pojk_04_2020-19022020-penawaran_umum_sertifikat_penitipan_efek_indonesia.pdf                                                                                                                                                               ,     2, 0-10
Pembuatan Nomor Tunggal Identitas Pemodal pada Lembaga Penyimpanan dan Penyelesaian oleh Biro Administrasi Efek atau Emiten dan Perusahaan Publik yang Menyelenggarakan Administrasi Efek Sendiri                                                         , https://www.ojk.go.id/id/regulasi/Pages/Pembuatan-Nomor-Tunggal-Identitas-Pemodal-pada-Lembaga-Penyimpanan-dan-Penyelesaian-oleh-Biro-Administrasi-Efek-.aspx             , Pasar Modal                                     , "Bursa Efek,  Lembaga Penyimpanan dan Penyelesaian,  Perusahaan Efek"                                                                                                                                                     , Peraturan OJK , 5 /POJK.04/2020           , 19 Februari 2020 , Pembuatan-Nomor-Tunggal-Identitas-Pemodal-pada-Lembaga-Penyimpanan-dan-Penyelesaian-oleh-Biro-Administrasi-Efek- -- pojk 5-2020.pdf                                                                                                                          , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pembuatan-Nomor-Tunggal-Identitas-Pemodal-pada-Lembaga-Penyimpanan-dan-Penyelesaian-oleh-Biro-Administrasi-Efek-/pojk%205-2020.pdf                                                                                                                                                                                      , ojk-peraturan_ojk-5_pojk_04_2020-19022020-pembuatan_nomor_tunggal_identitas_pemodal_pada_lembaga_penyimpanan_dan_penyelesaian_oleh_biro_administrasi_efek_atau_emiten_dan_perusahaan_publik_yang_menyelenggarakan_administrasi_efek_sendiri.pdf                ,     1, 0-10
Perilaku Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek                                                                                                                                                                        , https://www.ojk.go.id/id/regulasi/Pages/Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-.aspx                                          , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 4 /POJK.04/2020           , 19 Februari 2020 , Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek- -- pojk 4-2020.pdf                                                                                                                                                       , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-/pojk%204-2020.pdf                                                                                                                                                                                                                   , ojk-peraturan_ojk-4_pojk_04_2020-19022020-perilaku_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek.pdf                                                                                                                               ,     1, 0-10
Perilaku Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Perantara Pedagang Efek                                                                                                                                                                    , https://www.ojk.go.id/id/regulasi/Pages/Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek-.aspx                                      , Pasar Modal                                     , Bursa Efek                                                                                                                                                                                                                , Peraturan OJK , 3 /POJK.04/2020           , 19 Februari 2020 , Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek- -- pojk 3-2020.pdf                                                                                                                                                   , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek-/pojk%203-2020.pdf                                                                                                                                                                                                               , ojk-peraturan_ojk-3_pojk_04_2020-19022020-perilaku_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_perantara_pedagang_efek.pdf                                                                                                                           ,     2, 0-10
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2016 tentang Reksa Dana Berbentuk Kontrak Investasi Kolektif                                                                                                                             , https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-23-tentang-Reksa-Dana-Berbentuk-Kontrak-Investasi-.aspx                     , Pasar Modal                                     , Reksa Dana                                                                                                                                                                                                                , Peraturan OJK , 2 /POJK.04/2020           , 9 Januari 2020   , Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-23-tentang-Reksa-Dana-Berbentuk-Kontrak-Investasi- -- pojk 2-2020.pdf                                                                                                                                  , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-23-tentang-Reksa-Dana-Berbentuk-Kontrak-Investasi-/pojk%202-2020.pdf                                                                                                                                                                                              , ojk-peraturan_ojk-2_pojk_04_2020-09012020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_23_pojk_04_2016_tentang_reksa_dana_berbentuk_kontrak_investasi_kolektif.pdf                                                                                    ,     3, 0-10
Penyusunan Laporan Keuangan Perusahaan Efek                                                                                                                                                                                                               , https://www.ojk.go.id/id/regulasi/Pages/Penyusunan-Laporan-Keuangan-Perusahaan-Efek.aspx                                                                                  , Pasar Modal                                     , Perusahaan Efek                                                                                                                                                                                                           , Peraturan OJK , 1/POJK.04/2020            , 3 Januari 2020   , Penyusunan-Laporan-Keuangan-Perusahaan-Efek -- pojk 1-2020.pdf                                                                                                                                                                                               , https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyusunan-Laporan-Keuangan-Perusahaan-Efek/pojk%201-2020.pdf                                                                                                                                                                                                                                                           , ojk-peraturan_ojk-1_pojk_04_2020-03012020-penyusunan_laporan_keuangan_perusahaan_efek.pdf                                                                                                                                                                      ,     1, 0-10
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 73/POJK.05/2016 tentang Tata Kelola Perusahaan yang Baik bagi Perusahaan Perasuransian                                                                                                              , https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-73-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusah.aspx               , IKNB                                            , Asuransi                                                                                                                                                                                                                  , Peraturan OJK , 43/POJK.05/2019           , 31 Desember 2019 , Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-73-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusah -- pojk 43-2019.pdf                                                                                                                           , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-73-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusah/pojk%2043-2019.pdf                                                                                                                                                                                       , ojk-peraturan_ojk-43_pojk_05_2019-31122019-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_73_pojk_05_2016_tentang_tata_kelola_perusahaan_yang_baik_bagi_perusahaan_perasuransian.pdf                                                                    ,     1, 0-10
Peraturan Otoritas Jasa Keuangan Nomor 44/POJK.05/2019 tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 41/POJK.05/2015 tentang Tata Cara Penetapan Pengelola Statuter pada Lembaga Jasa Keuangan                                            , https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Penetapan-Pengelola-Statuter-pada-Lembaga-Jasa-Keuangan.aspx                                                            , IKNB                                            , IKNB Syariah                                                                                                                                                                                                              , Peraturan OJK , 44 /POJK.05/2019          , 27 Desember 2019 , Tata-Cara-Penetapan-Pengelola-Statuter-pada-Lembaga-Jasa-Keuangan -- pojk 44-2019.pdf                                                                                                                                                                        , https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Penetapan-Pengelola-Statuter-pada-Lembaga-Jasa-Keuangan/pojk%2044-2019.pdf                                                                                                                                                                                                                                    , ojk-peraturan_ojk-44_pojk_05_2019-27122019-peraturan_otoritas_jasa_keuangan_nomor_44_pojk_05_2019_tentang_perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_41_pojk_05_2015_tentang_tata_cara_penetapan_pengelola_statuter_pada_lembaga_jasa_keuangan.pdf  ,     1, 0-10
Lembaga Pengelola Informasi Perkreditan                                                                                                                                                                                                                   , https://www.ojk.go.id/id/regulasi/Pages/Lembaga-Pengelola-Informasi-Perkreditan.aspx                                                                                      , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 42 /POJK.03/2019          , 26 Desember 2019 , Lembaga-Pengelola-Informasi-Perkreditan -- pojk 42-2019.pdf                                                                                                                                                                                                  , https://www.ojk.go.id/id/regulasi/Documents/Pages/Lembaga-Pengelola-Informasi-Perkreditan/pojk%2042-2019.pdf                                                                                                                                                                                                                                                              , ojk-peraturan_ojk-42_pojk_03_2019-26122019-lembaga_pengelola_informasi_perkreditan.pdf                                                                                                                                                                         ,     1, 0-10
"Penggabungan, Peleburan, Pengambilalihan, Integrasi, dan Konversi Bank Umum"                                                                                                                                                                             , "https://www.ojk.go.id/id/regulasi/Pages/Penggabungan,-Peleburan,-Pengambilalihan,-Integrasi,--dan-Konversi-Bank-Umum.aspx"                                               , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 41/POJK.03/2019           , 26 Desember 2019 , "Penggabungan,-Peleburan,-Pengambilalihan,-Integrasi,--dan-Konversi-Bank-Umum -- POJK 41-2019.pdf"                                                                                                                                                           , "https://www.ojk.go.id/id/regulasi/Documents/Pages/Penggabungan,-Peleburan,-Pengambilalihan,-Integrasi,--dan-Konversi-Bank-Umum/POJK%2041-2019.pdf"                                                                                                                                                                                                                       , ojk-peraturan_ojk-41_pojk_03_2019-26122019-penggabungan_peleburan_pengambilalihan_integrasi_dan_konversi_bank_umum.pdf                                                                                                                                         ,     1, 0-10
Transparansi dan Publikasi Laporan Bank                                                                                                                                                                                                                   , https://www.ojk.go.id/id/regulasi/Pages/Transparansi-dan-Publikasi-Laporan-Bank.aspx                                                                                      , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 37/POJK.03/2019           , 20 Desember 2019 , Transparansi-dan-Publikasi-Laporan-Bank -- POJK 37-2019.pdf                                                                                                                                                                                                  , https://www.ojk.go.id/id/regulasi/Documents/Pages/Transparansi-dan-Publikasi-Laporan-Bank/POJK%2037-2019.pdf                                                                                                                                                                                                                                                              , ojk-peraturan_ojk-37_pojk_03_2019-20122019-transparansi_dan_publikasi_laporan_bank.pdf                                                                                                                                                                         ,     3, 0-10
Transparansi dan Publikasi Laporan Bank                                                                                                                                                                                                                   , https://www.ojk.go.id/id/regulasi/Pages/Transparansi-dan-Publikasi-Laporan-Bank.aspx                                                                                      , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 37/POJK.03/2019           , 20 Desember 2019 , Transparansi-dan-Publikasi-Laporan-Bank -- POJK 37-3-2019 (ENG).pdf                                                                                                                                                                                          , https://www.ojk.go.id/id/regulasi/Documents/Pages/Transparansi-dan-Publikasi-Laporan-Bank/POJK%2037-3-2019%20(ENG).pdf                                                                                                                                                                                                                                                    , ojk-peraturan_ojk-37_pojk_03_2019-20122019-transparansi_dan_publikasi_laporan_bank.pdf                                                                                                                                                                         ,     3, 0-10
