title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,pages,page_range
Pengawasan Badan Pengelola Tabungan Perumahan Rakyat Oleh Otoritas Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Badan-Pengelola-Tabungan-Perumahan-Rakyat-Oleh-Otoritas-Jasa-Keuangan.aspx,Perbankan,Peraturan Lainnya,Peraturan OJK,20 Tahun 2022,28 Oktober 2022,Pengawasan-Badan-Pengelola-Tabungan-Perumahan-Rakyat-Oleh-Otoritas-Jasa-Keuangan -- POJK 20 Tahun 2022 - PENGAWASAN BADAN PENGELOLA TABUNGAN PERUMAHAN RAKYAT OLEH OJK.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Badan-Pengelola-Tabungan-Perumahan-Rakyat-Oleh-Otoritas-Jasa-Keuangan/POJK%2020%20Tahun%202022%20-%20PENGAWASAN%20BADAN%20PENGELOLA%20TABUNGAN%20PERUMAHAN%20RAKYAT%20OLEH%20OJK.pdf,ojk-peraturan_ojk-20_tahun_2022-28102022-pengawasan_badan_pengelola_tabungan_perumahan_rakyat_oleh_otoritas_jasa_keuangan.pdf,23,21-25
Perlakuan Khusus untuk Lembaga Jasa Keuangan Pada Daerah dan Sektor Tertentu di Indonesia yang Terkena Dampak Bencana,https://www.ojk.go.id/id/regulasi/Pages/Perlakuan-Khusus-untuk-Lembaga-Jasa-Keuangan-Pada-Daerah-dan-Sektor-Tertentu-di-Indonesia-yang-Terkena-Dampak-Bencana.aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah,  EPK",Peraturan Lainnya,Peraturan OJK,19 Tahun 2022,28 Oktober 2022,Perlakuan-Khusus-untuk-Lembaga-Jasa-Keuangan-Pada-Daerah-dan-Sektor-Tertentu-di-Indonesia-yang-Terkena-Dampak-Bencana -- POJK 19-2022. Dampak Bencana.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perlakuan-Khusus-untuk-Lembaga-Jasa-Keuangan-Pada-Daerah-dan-Sektor-Tertentu-di-Indonesia-yang-Terkena-Dampak-Bencana/POJK%2019-2022.%20Dampak%20Bencana.pdf,ojk-peraturan_ojk-19_tahun_2022-28102022-perlakuan_khusus_untuk_lembaga_jasa_keuangan_pada_daerah_dan_sektor_tertentu_di_indonesia_yang_terkena_dampak_bencana.pdf,16,16-20
Perintah Tertulis,https://www.ojk.go.id/id/regulasi/Pages/Perintah-Tertulis.aspx,Perbankan,Peraturan Lainnya,Peraturan OJK,18 Tahun 2022,17 Oktober 2022,Perintah-Tertulis -- POJK 18 - Perintah Tertulis.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perintah-Tertulis/POJK%2018%20-%20Perintah%20Tertulis.pdf,ojk-peraturan_ojk-18_tahun_2022-17102022-perintah_tertulis.pdf,12,11-15
Pemecahan Saham dan Penggabungan Saham oleh Perusahaan Terbuka,https://www.ojk.go.id/id/regulasi/Pages/Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,15/POJK.04/2022,22 Agustus 2022,Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka -- POJK 15 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka/POJK%2015%20-%202022.pdf,ojk-peraturan_ojk-15_pojk_04_2022-22082022-pemecahan_saham_dan_penggabungan_saham_oleh_perusahaan_terbuka.pdf,26,26-30
Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik,https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik.aspx,Pasar Modal,"Emiten dan Perusahaan Publik,  Dokumen Publik dan Laporan",Peraturan OJK,14/POJK.04/2022,22 Agustus 2022,Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik -- POJK 14 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik/POJK%2014%20-%2004%20-%202022.pdf,ojk-peraturan_ojk-14_pojk_04_2022-22082022-penyampaian_laporan_keuangan_berkala_emiten_atau_perusahaan_publik.pdf,17,16-20
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 4/POJK.05/2018 Tentang Perusahaan Pembiayaan Sekunder Perumahan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,12/POJK.05/2022,7 Juli 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan -- POJK 12 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan/POJK%2012%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-12_pojk_05_2022-07072022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_4_pojk_05_2018_tentang_perusahaan_pembiayaan_sekunder_perumahan.pdf,28,26-30
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 35/POJK.05/2018 tentang Penyelenggaraan Usaha Perusahaan Pembiayaan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,7/POJK.05/2022,18 Mei 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan -- POJK 7 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan/POJK%207%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-7_pojk_05_2022-18052022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_35_pojk_05_2018_tentang_penyelenggaraan_usaha_perusahaan_pembiayaan.pdf,8,6-10
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2021 tentang Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,4/POJK.04/2022,22 Maret 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas -- POJK 4 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas/POJK%204%20-%2004%20-%202022.pdf,ojk-peraturan_ojk-4_pojk_04_2022-22032022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_7_pojk_04_2021_tentang_kebijakan_dalam_menjaga_kinerja_dan_stabilitas_pasar_modal_akibat_penyebaran_corona_virus_disease_2019.pdf,6,6-10
Perubahan Kedua atas Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.05/2020 tentang Kebijakan Countercyclical Dampak Penyebaran Coronavirus Disease 2019 bagi Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-POJK.05-2020-Tentang-Kebijakan-Countercyclical-Dampak-Penyeb.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,30/POJK.05/2021,31 Desember 2021,Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-POJK.05-2020-Tentang-Kebijakan-Countercyclical-Dampak-Penyeb -- POJK 30 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-POJK.05-2020-Tentang-Kebijakan-Countercyclical-Dampak-Penyeb/POJK%2030%20-%2005%20-%202021.pdf,ojk-peraturan_ojk-30_pojk_05_2021-31122021-perubahan_kedua_atas_peraturan_otoritas_jasa_keuangan_nomor_14_pojk_05_2020_tentang_kebijakan_countercyclical_dampak_penyebaran_coronavirus_disease_2019_bagi_lembaga_jasa_keuangan_nonbank.pdf,29,26-30
Penawaran yang Bukan Merupakan Penawaran Umum,https://www.ojk.go.id/id/regulasi/Pages/Penawaran-yang-Bukan-Merupakan-Penawaran-Umum-.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,29/POJK.04/2021,30 Desember 2021,Penawaran-yang-Bukan-Merupakan-Penawaran-Umum- -- POJK 29 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penawaran-yang-Bukan-Merupakan-Penawaran-Umum-/POJK%2029%20-%2004%20-%202021.pdf,ojk-peraturan_ojk-29_pojk_04_2021-30122021-penawaran_yang_bukan_merupakan_penawaran_umum.pdf,8,6-10
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 25/POJK.04/2018 Tentang Lembaga Pendanaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-25-POJK-04-2018-Tentang-Lembaga-Pendanaan-Efek.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,27 /POJK.04/2021,24 Desember 2021,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-25-POJK-04-2018-Tentang-Lembaga-Pendanaan-Efek -- POJK 27 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-25-POJK-04-2018-Tentang-Lembaga-Pendanaan-Efek/POJK%2027%20-%2004%20-%202021.pdf,ojk-peraturan_ojk-27_pojk_04_2021-24122021-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_25_pojk_04_2018_tentang_lembaga_pendanaan_efek.pdf,33,31-35
Tindak Lanjut Pengawasan di Bidang Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Tindak-Lanjut-Pengawasan-di-Bidang-Pasar-Modal.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,23 /POJK.04/2021,1 Desember 2021,Tindak-Lanjut-Pengawasan-di-Bidang-Pasar-Modal -- POJK 23 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tindak-Lanjut-Pengawasan-di-Bidang-Pasar-Modal/POJK%2023%20-%2004%20-%202021.pdf,ojk-peraturan_ojk-23_pojk_04_2021-01122021-tindak_lanjut_pengawasan_di_bidang_pasar_modal.pdf,32,31-35
Penyusunan Laporan Keuangan Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Penyusunan-Laporan-Keuangan-Perusahaan-Efek-(POJK-Nomor-20-POJK.04-2021).aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,20/POJK.04/2021,21 September 2021,Penyusunan-Laporan-Keuangan-Perusahaan-Efek-(POJK-Nomor-20-POJK.04-2021) -- POJK 20 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyusunan-Laporan-Keuangan-Perusahaan-Efek-(POJK-Nomor-20-POJK.04-2021)/POJK%2020%20-%2004%20-%202021.pdf,ojk-peraturan_ojk-20_pojk_04_2021-21092021-penyusunan_laporan_keuangan_perusahaan_efek.pdf,12,11-15
Peraturan OJK tentang Perubahan Kedua Atas Peraturan OJK Nomor 34-POJK.03-2020,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-OJK-tentang-Perubahan-Kedua-Atas-Peraturan-OJK-Nomor-34-POJK.03-2020-.aspx,Perbankan,BPR,Peraturan OJK,18/POJK.03/2021,10 September 2021,Peraturan-OJK-tentang-Perubahan-Kedua-Atas-Peraturan-OJK-Nomor-34-POJK.03-2020- -- POJK 18 - 03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-OJK-tentang-Perubahan-Kedua-Atas-Peraturan-OJK-Nomor-34-POJK.03-2020-/POJK%2018%20-%2003%20-%202021.pdf,ojk-peraturan_ojk-18_pojk_03_2021-10092021-peraturan_ojk_tentang_perubahan_kedua_atas_peraturan_ojk_nomor_34_pojk_03_2020.pdf,8,6-10
Peraturan OJK Tentang Perubahan Kedua Atas Peraturan OJK Nomor 11-POJK.03-2020,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-OJK-tentang-Perubahan-Kedua-Atas-POJK-Nomor-11-POJK.03-2020-.aspx,Perbankan,Bank Umum,Peraturan OJK,17/POJK.03/2021,10 September 2021,Peraturan-OJK-tentang-Perubahan-Kedua-Atas-POJK-Nomor-11-POJK.03-2020- -- POJK 17 - 03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-OJK-tentang-Perubahan-Kedua-Atas-POJK-Nomor-11-POJK.03-2020-/POJK%2017%20-%2003%20-%202021.pdf,ojk-peraturan_ojk-17_pojk_03_2021-10092021-peraturan_ojk_tentang_perubahan_kedua_atas_peraturan_ojk_nomor_11_pojk_03_2020.pdf,8,6-10
Peraturan Otoritas Jasa Keuangan Tentang Perubahan Atas POJK Penawaran Efek Melalui Layanan Urun Dana Berbasis TI,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-Otoritas-Jasa-Keuangan-Tentang-Perubahan-Atas-POJK-Penawaran-Efek-Melalui-Layanan-Urun-Dana-Berbasis-TI.aspx,Pasar Modal,"Emiten dan Perusahaan Publik,  Peraturan Lainnya",Peraturan OJK,POJK Nomor 16/POJK.04/2021,25 Agustus 2021,Peraturan-Otoritas-Jasa-Keuangan-Tentang-Perubahan-Atas-POJK-Penawaran-Efek-Melalui-Layanan-Urun-Dana-Berbasis-TI -- POJK 16 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-Otoritas-Jasa-Keuangan-Tentang-Perubahan-Atas-POJK-Penawaran-Efek-Melalui-Layanan-Urun-Dana-Berbasis-TI/POJK%2016%20-%2004%20-%202021.pdf,ojk-peraturan_ojk-pojk_nomor_16_pojk_04_2021-25082021-peraturan_otoritas_jasa_keuangan_tentang_perubahan_atas_pojk_penawaran_efek_melalui_layanan_urun_dana_berbasis_ti.pdf,23,21-25
Rencana Bisnis Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Rencana-Bisnis-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah.aspx,Perbankan,"Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,15 /POJK.03/2021,24 Agustus 2021,Rencana-Bisnis-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah -- POJK 15 - 03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Rencana-Bisnis-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah/POJK%2015%20-%2003%20-%202021.pdf,ojk-peraturan_ojk-15_pojk_03_2021-24082021-rencana_bisnis_bank_perkreditan_rakyat_dan_bank_pembiayaan_rakyat_syariah.pdf,28,26-30
Perubahan atas Peraturan Otoritas Jasa Keuangan Nomor 34/POJK.03/2018 tentang Penilaian Kembali bagi Pihak Utama Lembaga Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Kembali-bagi-Pihak-Utama-Lembaga-Jasa-Keuangan-.aspx,Perbankan,Peraturan Lainnya,Peraturan OJK,14/POJK.03/2021,30 Juli 2021,Penilaian-Kembali-bagi-Pihak-Utama-Lembaga-Jasa-Keuangan- -- POJK 14 -  03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Kembali-bagi-Pihak-Utama-Lembaga-Jasa-Keuangan-/POJK%2014%20-%20%2003%20-%202021.pdf,ojk-peraturan_ojk-14_pojk_03_2021-30072021-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_34_pojk_03_2018_tentang_penilaian_kembali_bagi_pihak_utama_lembaga_jasa_keuangan.pdf,32,31-35
Penatalaksanaan Lembaga Sertifikasi Profesi di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penatalaksanaan-Lembaga-Sertifikasi-Profesi--di-Sektor-Jasa-Keuangan.aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah",Peraturan Lainnya,Peraturan OJK,11/POJK.02/2021,30 Juni 2021,Penatalaksanaan-Lembaga-Sertifikasi-Profesi--di-Sektor-Jasa-Keuangan -- pojk 11 - 02 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penatalaksanaan-Lembaga-Sertifikasi-Profesi--di-Sektor-Jasa-Keuangan/pojk%2011%20-%2002%20-%202021.pdf,ojk-peraturan_ojk-11_pojk_02_2021-30062021-penatalaksanaan_lembaga_sertifikasi_profesi_di_sektor_jasa_keuangan.pdf,24,21-25
Penetapan Status dan Tindak Lanjut Pengawasan Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Penetapan-Status-Dan-Tindak-Lanjut-Pengawasan-Lembaga-Jasa-Keuangan-Nonbank.aspx,IKNB,"IKNB Syariah,  Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Peraturan OJK,9/POJK.05/2021,22 Juni 2021,Penetapan-Status-Dan-Tindak-Lanjut-Pengawasan-Lembaga-Jasa-Keuangan-Nonbank -- POJK - 9 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penetapan-Status-Dan-Tindak-Lanjut-Pengawasan-Lembaga-Jasa-Keuangan-Nonbank/POJK%20-%209%20-%202021.pdf,ojk-peraturan_ojk-9_pojk_05_2021-22062021-penetapan_status_dan_tindak_lanjut_pengawasan_lembaga_jasa_keuangan_nonbank.pdf,34,31-35
Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,7/POJK.04/2021,19 Maret 2021,Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019 -- pojk 7-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019/pojk%207-2021.pdf,ojk-peraturan_ojk-7_pojk_04_2021-19032021-kebijakan_dalam_menjaga_kinerja_dan_stabilitas_pasar_modal_akibat_penyebaran_corona_virus_disease_2019.pdf,9,6-10
Penerapan Manajemen Risiko bagi Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek yang Merupakan Anggota Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,6/POJK.04/2021,17 Maret 2021,Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek- -- pojk 6-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-/pojk%206-2021.pdf,ojk-peraturan_ojk-6_pojk_04_2021-17032021-penerapan_manajemen_risiko_bagi_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_perantara_pedagang_efek_yang_merupakan_anggota_bursa_efek.pdf,28,26-30
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 34/POJK.03/2020 tentang Kebijakan bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah Sebagai Dampak Penyebaran Coronavirus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19.aspx,Perbankan,BPR,Peraturan OJK,2/POJK.03/2021,18 Februari 2021,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19 -- POJK 02 - 03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19/POJK%2002%20-%2003%20-%202021.pdf,ojk-peraturan_ojk-2_pojk_03_2021-18022021-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_34_pojk_03_2020_tentang_kebijakan_bagi_bank_perkreditan_rakyat_dan_bank_pembiayaan_rakyat_syariah_sebagai_dampak_penyebaran_coronavirus_disease_2019.pdf,14,11-15
Kualitas Pendanaan Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Kualitas-Pendanaan-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,1/POJK.04/2021,19 Januari 2021,Kualitas-Pendanaan-Perusahaan-Efek -- pojk 01 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kualitas-Pendanaan-Perusahaan-Efek/pojk%2001%20-%2004%20-%202021.pdf,ojk-peraturan_ojk-1_pojk_04_2021-19012021-kualitas_pendanaan_perusahaan_efek.pdf,15,11-15
Pengembalian Keuntungan Tidak Sah dan Dana Kompensasi Kerugian Investor di Bidang Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,65/POJK.04/2020,30 Desember 2020,Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal -- pojk 65-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal/pojk%2065-2020.pdf,ojk-peraturan_ojk-65_pojk_04_2020-30122020-pengembalian_keuntungan_tidak_sah_dan_dana_kompensasi_kerugian_investor_di_bidang_pasar_modal.pdf,30,26-30
Pelaporan Bank Umum Melalui Sistem Pelaporan Otoritas Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-Bank-Umum-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan-.aspx,Perbankan,Bank Umum,Peraturan OJK,63/POJK.03/2020,22 Desember 2020,Pelaporan-Bank-Umum-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan- -- pojk 63-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-Bank-Umum-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan-/pojk%2063-2020.pdf,ojk-peraturan_ojk-63_pojk_03_2020-22122020-pelaporan_bank_umum_melalui_sistem_pelaporan_otoritas_jasa_keuangan.pdf,31,31-35
Persyaratan dan Tata Cara Pemisahan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Persyaratan-dan-Tata-Cara-Pemisahan-Unit-Usaha-Syariah.aspx,"Perbankan,  Syariah",Bank Umum,Peraturan OJK,59/POJK.03/2020,16 Desember 2020,Persyaratan-dan-Tata-Cara-Pemisahan-Unit-Usaha-Syariah -- pojk 59 - 03 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Persyaratan-dan-Tata-Cara-Pemisahan-Unit-Usaha-Syariah/pojk%2059%20-%2003%20-%202020.pdf,ojk-peraturan_ojk-59_pojk_03_2020-16122020-persyaratan_dan_tata_cara_pemisahan_unit_usaha_syariah.pdf,35,31-35
Pelaporan dan Pedoman Akuntansi Reksa Dana,https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-dan-Pedoman-Akuntansi-Reksa-Dana.aspx,Pasar Modal,Reksa Dana,Peraturan OJK,56/POJK.04/2020,11 Desember 2020,Pelaporan-dan-Pedoman-Akuntansi-Reksa-Dana -- pojk 56-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-dan-Pedoman-Akuntansi-Reksa-Dana/pojk%2056-2020.pdf,ojk-peraturan_ojk-56_pojk_04_2020-11122020-pelaporan_dan_pedoman_akuntansi_reksa_dana.pdf,34,31-35
Pembiayaan Transaksi Efek Oleh Perusahaan Efek Bagi Nasabah dan Transaksi Short Selling Oleh Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Pembiayaan-Transaksi-Efek-Oleh-Perusahaan-Efek-Bagi-Nasabah-dan-Transaksi-Short-Selling-Oleh-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,55/POJK.04/2020,11 Desember 2020,Pembiayaan-Transaksi-Efek-Oleh-Perusahaan-Efek-Bagi-Nasabah-dan-Transaksi-Short-Selling-Oleh-Perusahaan-Efek -- POJK 55 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pembiayaan-Transaksi-Efek-Oleh-Perusahaan-Efek-Bagi-Nasabah-dan-Transaksi-Short-Selling-Oleh-Perusahaan-Efek/POJK%2055%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-55_pojk_04_2020-11122020-pembiayaan_transaksi_efek_oleh_perusahaan_efek_bagi_nasabah_dan_transaksi_short_selling_oleh_perusahaan_efek.pdf,35,31-35
Pengendalian dan Perlindungan Efek yang Disimpan Oleh Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Pengendalian-dan-Perlindungan-Efek-yang-Disimpan-Oleh-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,54/POJK.04/2020,11 Desember 2020,Pengendalian-dan-Perlindungan-Efek-yang-Disimpan-Oleh-Perusahaan-Efek -- POJK 54 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengendalian-dan-Perlindungan-Efek-yang-Disimpan-Oleh-Perusahaan-Efek/POJK%2054%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-54_pojk_04_2020-11122020-pengendalian_dan_perlindungan_efek_yang_disimpan_oleh_perusahaan_efek.pdf,24,21-25
