title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,pages
Rencana Bisnis Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Rencana-Bisnis-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah.aspx,Perbankan,"Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,15 /POJK.03/2021,24 Agustus 2021,Rencana-Bisnis-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah -- POJK 15 - 03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Rencana-Bisnis-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah/POJK%2015%20-%2003%20-%202021.pdf,ojk-peraturan_ojk-15_pojk_03_2021-24082021-rencana_bisnis_bank_perkreditan_rakyat_dan_bank_pembiayaan_rakyat_syariah.pdf,28
Perubahan atas Peraturan Otoritas Jasa Keuangan Nomor 34/POJK.03/2018 tentang Penilaian Kembali bagi Pihak Utama Lembaga Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Kembali-bagi-Pihak-Utama-Lembaga-Jasa-Keuangan-.aspx,Perbankan,Peraturan Lainnya,Peraturan OJK,14/POJK.03/2021,30 Juli 2021,Penilaian-Kembali-bagi-Pihak-Utama-Lembaga-Jasa-Keuangan- -- POJK 14 -  03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Kembali-bagi-Pihak-Utama-Lembaga-Jasa-Keuangan-/POJK%2014%20-%20%2003%20-%202021.pdf,ojk-peraturan_ojk-14_pojk_03_2021-30072021-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_34_pojk_03_2018_tentang_penilaian_kembali_bagi_pihak_utama_lembaga_jasa_keuangan.pdf,32
Penatalaksanaan Lembaga Sertifikasi Profesi di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penatalaksanaan-Lembaga-Sertifikasi-Profesi--di-Sektor-Jasa-Keuangan.aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah",Peraturan Lainnya,Peraturan OJK,11/POJK.02/2021,30 Juni 2021,Penatalaksanaan-Lembaga-Sertifikasi-Profesi--di-Sektor-Jasa-Keuangan -- pojk 11 - 02 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penatalaksanaan-Lembaga-Sertifikasi-Profesi--di-Sektor-Jasa-Keuangan/pojk%2011%20-%2002%20-%202021.pdf,ojk-peraturan_ojk-11_pojk_02_2021-30062021-penatalaksanaan_lembaga_sertifikasi_profesi_di_sektor_jasa_keuangan.pdf,24
Perizinan Usaha dan Kelembagaan Lembaga Keuangan Mikro,https://www.ojk.go.id/id/regulasi/Pages/Perizinan-Usaha-dan-Kelembagaan-Lembaga-Keuangan-Mikro-.aspx,IKNB,Lembaga Keuangan Mikro,Peraturan OJK,10/POJK.05/2021,22 Juni 2021,Perizinan-Usaha-dan-Kelembagaan-Lembaga-Keuangan-Mikro- -- POJK - 10 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perizinan-Usaha-dan-Kelembagaan-Lembaga-Keuangan-Mikro-/POJK%20-%2010%20-%202021.pdf,ojk-peraturan_ojk-10_pojk_05_2021-22062021-perizinan_usaha_dan_kelembagaan_lembaga_keuangan_mikro.pdf,88
Penetapan Status dan Tindak Lanjut Pengawasan Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Penetapan-Status-Dan-Tindak-Lanjut-Pengawasan-Lembaga-Jasa-Keuangan-Nonbank.aspx,IKNB,"IKNB Syariah,  Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Peraturan OJK,9/POJK.05/2021,22 Juni 2021,Penetapan-Status-Dan-Tindak-Lanjut-Pengawasan-Lembaga-Jasa-Keuangan-Nonbank -- POJK - 9 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penetapan-Status-Dan-Tindak-Lanjut-Pengawasan-Lembaga-Jasa-Keuangan-Nonbank/POJK%20-%209%20-%202021.pdf,ojk-peraturan_ojk-9_pojk_05_2021-22062021-penetapan_status_dan_tindak_lanjut_pengawasan_lembaga_jasa_keuangan_nonbank.pdf,34
Waran Terstruktur,https://www.ojk.go.id/id/regulasi/Pages/Waran-Terstruktur.aspx,Pasar Modal,"Bursa Efek,  Peraturan Lainnya",Peraturan OJK,8/POJK.04/2021,19 Maret 2021,Waran-Terstruktur -- pojk 8-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Waran-Terstruktur/pojk%208-2021.pdf,ojk-peraturan_ojk-8_pojk_04_2021-19032021-waran_terstruktur.pdf,51
Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,7/POJK.04/2021,19 Maret 2021,Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019 -- pojk 7-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019/pojk%207-2021.pdf,ojk-peraturan_ojk-7_pojk_04_2021-19032021-kebijakan_dalam_menjaga_kinerja_dan_stabilitas_pasar_modal_akibat_penyebaran_corona_virus_disease_2019.pdf,9
Penerapan Manajemen Risiko bagi Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek yang Merupakan Anggota Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,6/POJK.04/2021,17 Maret 2021,Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek- -- pojk 6-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-/pojk%206-2021.pdf,ojk-peraturan_ojk-6_pojk_04_2021-17032021-penerapan_manajemen_risiko_bagi_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_perantara_pedagang_efek_yang_merupakan_anggota_bursa_efek.pdf,28
Ahli Syariah Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Ahli-Syariah-Pasar-Modal.aspx,Pasar Modal,Pasar Modal Syariah,Peraturan OJK,5/POJK.04/2021,17 Maret 2021,Ahli-Syariah-Pasar-Modal -- pojk 5-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Ahli-Syariah-Pasar-Modal/pojk%205-2021.pdf,ojk-peraturan_ojk-5_pojk_04_2021-17032021-ahli_syariah_pasar_modal.pdf,56
Penerapan Manajemen Risiko dalam Penggunaan Teknologi Informasi oleh Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,4/POJK.05/2021,17 Maret 2021,Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank -- pojk 4-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank/pojk%204-2021.pdf,ojk-peraturan_ojk-4_pojk_05_2021-17032021-penerapan_manajemen_risiko_dalam_penggunaan_teknologi_informasi_oleh_lembaga_jasa_keuangan_nonbank.pdf,66
Penyelenggaraan Kegiatan di Bidang Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,3/POJK.04/2021,22 Februari 2021,Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal -- pojk 3-4-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal/pojk%203-4-2021.pdf,ojk-peraturan_ojk-3_pojk_04_2021-22022021-penyelenggaraan_kegiatan_di_bidang_pasar_modal.pdf,89
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 34/POJK.03/2020 tentang Kebijakan bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah Sebagai Dampak Penyebaran Coronavirus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19.aspx,Perbankan,BPR,Peraturan OJK,2/POJK.03/2021,18 Februari 2021,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19 -- POJK 02 - 03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19/POJK%2002%20-%2003%20-%202021.pdf,ojk-peraturan_ojk-2_pojk_03_2021-18022021-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_34_pojk_03_2020_tentang_kebijakan_bagi_bank_perkreditan_rakyat_dan_bank_pembiayaan_rakyat_syariah_sebagai_dampak_penyebaran_coronavirus_disease_2019.pdf,14
Kualitas Pendanaan Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Kualitas-Pendanaan-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,1/POJK.04/2021,19 Januari 2021,Kualitas-Pendanaan-Perusahaan-Efek -- pojk 01 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kualitas-Pendanaan-Perusahaan-Efek/pojk%2001%20-%2004%20-%202021.pdf,ojk-peraturan_ojk-1_pojk_04_2021-19012021-kualitas_pendanaan_perusahaan_efek.pdf,15
Pedoman Kontrak Investasi Kolektif Pemupukan Dana Tabungan Perumahan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,66/POJK.04/2020,30 Desember 2020,Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat -- pojk 66-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat/pojk%2066-2020.pdf,ojk-peraturan_ojk-66_pojk_04_2020-30122020-pedoman_kontrak_investasi_kolektif_pemupukan_dana_tabungan_perumahan_rakyat.pdf,62
Pengembalian Keuntungan Tidak Sah dan Dana Kompensasi Kerugian Investor di Bidang Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,65/POJK.04/2020,30 Desember 2020,Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal -- pojk 65-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal/pojk%2065-2020.pdf,ojk-peraturan_ojk-65_pojk_04_2020-30122020-pengembalian_keuntungan_tidak_sah_dan_dana_kompensasi_kerugian_investor_di_bidang_pasar_modal.pdf,30
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 18/POJK.03/2017 tentang Pelaporan dan Permintaan Informasi Debitur Melalui Sistem Layanan Informasi Keuangan (POJK SLIK),https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-18-tentang-Pelaporan-dan-Permintaan-Informasi-Debitur.aspx,Perbankan,Bank Umum,Peraturan OJK,64/POJK.03/2020,29 Desember 2020,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-18-tentang-Pelaporan-dan-Permintaan-Informasi-Debitur -- POJK SLIK 64-03-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-18-tentang-Pelaporan-dan-Permintaan-Informasi-Debitur/POJK%20SLIK%2064-03-2020.pdf,ojk-peraturan_ojk-64_pojk_03_2020-29122020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_18_pojk_03_2017_tentang_pelaporan_dan_permintaan_informasi_debitur_melalui_sistem_layanan_informasi_keuangan_pojk_slik_.pdf,45
Pelaporan Bank Umum Melalui Sistem Pelaporan Otoritas Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-Bank-Umum-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan-.aspx,Perbankan,Bank Umum,Peraturan OJK,63/POJK.03/2020,22 Desember 2020,Pelaporan-Bank-Umum-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan- -- pojk 63-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-Bank-Umum-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan-/pojk%2063-2020.pdf,ojk-peraturan_ojk-63_pojk_03_2020-22122020-pelaporan_bank_umum_melalui_sistem_pelaporan_otoritas_jasa_keuangan.pdf,31
Bank Perkreditan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Bank-Perkreditan-Rakyat.aspx,Perbankan,BPR,Peraturan OJK,62/POJK.03/2020,18 Desember 2020,Bank-Perkreditan-Rakyat -- pojk 62-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bank-Perkreditan-Rakyat/pojk%2062-2020.pdf,ojk-peraturan_ojk-62_pojk_03_2020-18122020-bank_perkreditan_rakyat.pdf,273
Lembaga Alternatif Penyelesaian Sengketa Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Peraturan OJK,61/POJK.07/2020,16 Desember 2020,Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan -- pojk 61 - 07 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan/pojk%2061%20-%2007%20-%202020.pdf,ojk-peraturan_ojk-61_pojk_07_2020-16122020-lembaga_alternatif_penyelesaian_sengketa_sektor_jasa_keuangan.pdf,50
"Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 5/POJK.05/2017 tentang Iuran, Manfaat Pensiun, dan Manfaat Lain yang Diselenggarakan oleh Dana Pensiun","https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-5-tentang-Iuran,-Manfaat-Pensiun.aspx",IKNB,Dana Pensiun,Peraturan OJK,60/POJK.05/2020,16 Desember 2020,"Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-5-tentang-Iuran,-Manfaat-Pensiun -- pojk 60 - 05 - 2020.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-5-tentang-Iuran,-Manfaat-Pensiun/pojk%2060%20-%2005%20-%202020.pdf",ojk-peraturan_ojk-60_pojk_05_2020-16122020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_5_pojk_05_2017_tentang_iuran_manfaat_pensiun_dan_manfaat_lain_yang_diselenggarakan_oleh_dana_pensiun.pdf,50
Persyaratan dan Tata Cara Pemisahan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Persyaratan-dan-Tata-Cara-Pemisahan-Unit-Usaha-Syariah.aspx,"Perbankan,  Syariah",Bank Umum,Peraturan OJK,59/POJK.03/2020,16 Desember 2020,Persyaratan-dan-Tata-Cara-Pemisahan-Unit-Usaha-Syariah -- pojk 59 - 03 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Persyaratan-dan-Tata-Cara-Pemisahan-Unit-Usaha-Syariah/pojk%2059%20-%2003%20-%202020.pdf,ojk-peraturan_ojk-59_pojk_03_2020-16122020-persyaratan_dan_tata_cara_pemisahan_unit_usaha_syariah.pdf,35
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.05/2020 tentang Kebijakan Countercyclical Dampak Penyebaran Coronavirus Disease 2019 bagi Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-tentang-Kebijakan-Countercyclical-Dampak-Penyebaran-.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,58/POJK.05/2020,16 Desember 2020,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-tentang-Kebijakan-Countercyclical-Dampak-Penyebaran- -- pojk 58-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-tentang-Kebijakan-Countercyclical-Dampak-Penyebaran-/pojk%2058-2020.pdf,ojk-peraturan_ojk-58_pojk_05_2020-16122020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_14_pojk_05_2020_tentang_kebijakan_countercyclical_dampak_penyebaran_coronavirus_disease_2019_bagi_lembaga_jasa_keuangan_nonbank.pdf,47
Pelaporan dan Pedoman Akuntansi Reksa Dana,https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-dan-Pedoman-Akuntansi-Reksa-Dana.aspx,Pasar Modal,Reksa Dana,Peraturan OJK,56/POJK.04/2020,11 Desember 2020,Pelaporan-dan-Pedoman-Akuntansi-Reksa-Dana -- pojk 56-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-dan-Pedoman-Akuntansi-Reksa-Dana/pojk%2056-2020.pdf,ojk-peraturan_ojk-56_pojk_04_2020-11122020-pelaporan_dan_pedoman_akuntansi_reksa_dana.pdf,34
Pembiayaan Transaksi Efek Oleh Perusahaan Efek Bagi Nasabah dan Transaksi Short Selling Oleh Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Pembiayaan-Transaksi-Efek-Oleh-Perusahaan-Efek-Bagi-Nasabah-dan-Transaksi-Short-Selling-Oleh-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,55/POJK.04/2020,11 Desember 2020,Pembiayaan-Transaksi-Efek-Oleh-Perusahaan-Efek-Bagi-Nasabah-dan-Transaksi-Short-Selling-Oleh-Perusahaan-Efek -- POJK 55 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pembiayaan-Transaksi-Efek-Oleh-Perusahaan-Efek-Bagi-Nasabah-dan-Transaksi-Short-Selling-Oleh-Perusahaan-Efek/POJK%2055%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-55_pojk_04_2020-11122020-pembiayaan_transaksi_efek_oleh_perusahaan_efek_bagi_nasabah_dan_transaksi_short_selling_oleh_perusahaan_efek.pdf,35
Pengendalian dan Perlindungan Efek yang Disimpan Oleh Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Pengendalian-dan-Perlindungan-Efek-yang-Disimpan-Oleh-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,54/POJK.04/2020,11 Desember 2020,Pengendalian-dan-Perlindungan-Efek-yang-Disimpan-Oleh-Perusahaan-Efek -- POJK 54 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengendalian-dan-Perlindungan-Efek-yang-Disimpan-Oleh-Perusahaan-Efek/POJK%2054%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-54_pojk_04_2020-11122020-pengendalian_dan_perlindungan_efek_yang_disimpan_oleh_perusahaan_efek.pdf,24
Rekening Efek pada Kustodian,https://www.ojk.go.id/id/regulasi/Pages/Rekening-Efek-pada-Kustodian.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,53/POJK.04/2020,11 Desember 2020,Rekening-Efek-pada-Kustodian -- POJK 53 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Rekening-Efek-pada-Kustodian/POJK%2053%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-53_pojk_04_2020-11122020-rekening_efek_pada_kustodian.pdf,25
Pemeliharaan dan Pelaporan Modal Kerja Bersih Disesuaikan,https://www.ojk.go.id/id/regulasi/Pages/Pemeliharaan-dan-Pelaporan-Modal-Kerja-Bersih-Disesuaikan.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,52/POJK.04/2020,11 Desember 2020,Pemeliharaan-dan-Pelaporan-Modal-Kerja-Bersih-Disesuaikan -- POJK 52 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemeliharaan-dan-Pelaporan-Modal-Kerja-Bersih-Disesuaikan/POJK%2052%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-52_pojk_04_2020-11122020-pemeliharaan_dan_pelaporan_modal_kerja_bersih_disesuaikan.pdf,63
Pemeliharaan Dokumen Oleh Bank Umum Sebagai Kustodian,https://www.ojk.go.id/id/regulasi/Pages/Pemeliharaan-Dokumen-Oleh-Bank-Umum-Sebagai-Kustodian.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,51/POJK.04/2020,11 Desember 2020,Pemeliharaan-Dokumen-Oleh-Bank-Umum-Sebagai-Kustodian -- POJK 51 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemeliharaan-Dokumen-Oleh-Bank-Umum-Sebagai-Kustodian/POJK%2051%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-51_pojk_04_2020-11122020-pemeliharaan_dokumen_oleh_bank_umum_sebagai_kustodian.pdf,10
Pengendalian Internal Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Perantara Pedagang Efek,https://www.ojk.go.id/id/regulasi/Pages/Pengendalian-Internal-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,50/POJK.04/2020,11 Desember 2020,Pengendalian-Internal-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek -- POJK 50 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengendalian-Internal-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek/POJK%2050%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-50_pojk_04_2020-11122020-pengendalian_internal_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_perantara_pedagang_efek.pdf,43
Pemeringkatan Efek Bersifat Utang dan atau Sukuk,https://www.ojk.go.id/id/regulasi/Pages/Pemeringkatan-Efek-Bersifat-Utang-dan-atau-Sukuk.aspx,Pasar Modal,Emiten dan Perusahaan Publik,Peraturan OJK,49/POJK.04/2020,11 Desember 2020,Pemeringkatan-Efek-Bersifat-Utang-dan-atau-Sukuk -- POJK 49 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemeringkatan-Efek-Bersifat-Utang-dan-atau-Sukuk/POJK%2049%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-49_pojk_04_2020-11122020-pemeringkatan_efek_bersifat_utang_dan_atau_sukuk.pdf,18
Penawaran Efek Melalui Layanan Urun Dana Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/Penawaran-Efek-Melalui-Layanan-Urun-Dana-Berbasis-Teknologi-Informasi.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,57/POJK.04/2020,11 Desember 2020,Penawaran-Efek-Melalui-Layanan-Urun-Dana-Berbasis-Teknologi-Informasi -- pojk 57 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penawaran-Efek-Melalui-Layanan-Urun-Dana-Berbasis-Teknologi-Informasi/pojk%2057%20-%2004%20-%202020.pdf,ojk-peraturan_ojk-57_pojk_04_2020-11122020-penawaran_efek_melalui_layanan_urun_dana_berbasis_teknologi_informasi.pdf,119
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 11/POJK.03/2020 tentang Stimulus Perekonomian Nasional Sebagai Kebijakan Countercyclical Dampak Penyebaran Coronavirus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11-tentang-Stimulus-Perekonomian-Nasional.aspx,Perbankan,Bank Umum,Peraturan OJK,48/POJK.03/2020,3 Desember 2020,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11-tentang-Stimulus-Perekonomian-Nasional -- pojk 48-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11-tentang-Stimulus-Perekonomian-Nasional/pojk%2048-2020.pdf,ojk-peraturan_ojk-48_pojk_03_2020-03122020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_11_pojk_03_2020_tentang_stimulus_perekonomian_nasional_sebagai_kebijakan_countercyclical_dampak_penyebaran_coronavirus_disease_2019.pdf,36
Perizinan Usaha dan Kelembagaan Perusahaan Pembiayaan dan Perusahaan Pembiayaan Syariah,https://www.ojk.go.id/id/regulasi/Pages/Perizinan-Usaha-dan-Kelembagaan-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah.aspx,IKNB,Lembaga Pembiayaan,Peraturan OJK,47/POJK.05/2020,26 November 2020,Perizinan-Usaha-dan-Kelembagaan-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah -- pojk 47-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perizinan-Usaha-dan-Kelembagaan-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah/pojk%2047-2020.pdf,ojk-peraturan_ojk-47_pojk_05_2020-26112020-perizinan_usaha_dan_kelembagaan_perusahaan_pembiayaan_dan_perusahaan_pembiayaan_syariah.pdf,118
