title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,pages
Perilaku yang Dilarang bagi Penasihat Investasi,https://www.ojk.go.id/id/regulasi/Pages/Perilaku-yang-Dilarang-bagi-Penasihat-Investasi.aspx,Pasar Modal,Penasehat Investasi,Peraturan OJK,5 /POJK.04/2019,8 Februari 2019,Perilaku-yang-Dilarang-bagi-Penasihat-Investasi -- pojk 5-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perilaku-yang-Dilarang-bagi-Penasihat-Investasi/pojk%205-2019.pdf,ojk-peraturan_ojk-5_pojk_04_2019-08022019-perilaku_yang_dilarang_bagi_penasihat_investasi.pdf,8
Tata Cara Pemberian Persetujuan Anggaran Dasar Lembaga Penyimpanan dan Penyelesaian,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Penyimpanan-dan-Penyelesaian.aspx,Pasar Modal,Lembaga Penyimpanan dan Penyelesaian,Peraturan OJK,4 /POJK.04/2019,8 Februari 2019,Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Penyimpanan-dan-Penyelesaian -- pojk 4-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Penyimpanan-dan-Penyelesaian/pojk%204-2019.pdf,ojk-peraturan_ojk-4_pojk_04_2019-08022019-tata_cara_pemberian_persetujuan_anggaran_dasar_lembaga_penyimpanan_dan_penyelesaian.pdf,12
Tata Cara Pemberian Persetujuan Anggaran Dasar Lembaga Kliring dan Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Kliring-dan-Penjaminan.aspx,Pasar Modal,Lembaga Kliring dan Penjaminan,Peraturan OJK,3 /POJK.04/2019,8 Februari 2019,Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Kliring-dan-Penjaminan -- pojk 3-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Kliring-dan-Penjaminan/pojk%203-2019.pdf,ojk-peraturan_ojk-3_pojk_04_2019-08022019-tata_cara_pemberian_persetujuan_anggaran_dasar_lembaga_kliring_dan_penjaminan.pdf,12
Tata Cara Pemberian Persetujuan Anggaran Dasar Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Bursa-Efek.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,2 /POJK.04/2019,8 Februari 2019,Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Bursa-Efek -- pojk 2-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Bursa-Efek/pojk%202-2019.pdf,ojk-peraturan_ojk-2_pojk_04_2019-08022019-tata_cara_pemberian_persetujuan_anggaran_dasar_bursa_efek.pdf,12
Penerapan Fungsi Audit Intern pada Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Fungsi-Audit-Intern-pada-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,1/POJK.03/2019,29 Januari 2019,Penerapan-Fungsi-Audit-Intern-pada-Bank-Umum -- pojk 1 - 2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Fungsi-Audit-Intern-pada-Bank-Umum/pojk%201%20-%202019.pdf,ojk-peraturan_ojk-1_pojk_03_2019-29012019-penerapan_fungsi_audit_intern_pada_bank_umum.pdf,32
Perizinan Perusahaan Pemeringkat Efek,https://www.ojk.go.id/id/regulasi/Pages/Perizinan-Perusahaan-Pemeringkat-Efek.aspx,Pasar Modal,Lembaga Penunjang Pasar Modal,Peraturan OJK,38/POJK.04/2018,31 Desember 2018,Perizinan-Perusahaan-Pemeringkat-Efek -- pojk 38-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perizinan-Perusahaan-Pemeringkat-Efek/pojk%2038-2018.pdf,ojk-peraturan_ojk-38_pojk_04_2018-31122018-perizinan_perusahaan_pemeringkat_efek.pdf,40
Layanan Urun Dana Melalui Penawaran Saham Berbasis Teknologi Informasi (Equity Crowdfunding),https://www.ojk.go.id/id/regulasi/Pages/Layanan-Urun-Dana-Melalui-Penawaran-Saham-Berbasis-Teknologi-Informasi-(Equity-Crowdfunding).aspx,Pasar Modal,Lembaga Penunjang Pasar Modal,Peraturan OJK,37/POJK.04/2018,31 Desember 2018,Layanan-Urun-Dana-Melalui-Penawaran-Saham-Berbasis-Teknologi-Informasi-(Equity-Crowdfunding) -- POJK 37 - 2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Layanan-Urun-Dana-Melalui-Penawaran-Saham-Berbasis-Teknologi-Informasi-(Equity-Crowdfunding)/POJK%2037%20-%202018.pdf,ojk-peraturan_ojk-37_pojk_04_2018-31122018-layanan_urun_dana_melalui_penawaran_saham_berbasis_teknologi_informasi_equity_crowdfunding_.pdf,74
Penilaian Kembali Bagi Pihak Utama Lembaga Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Kembali-Bagi-Pihak-Utama-Lembaga-Jasa-Keuangan.aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah","Bank Umum,  BPR,  Pasar Modal Syariah,  IKNB Syariah,  Perbankan Syariah,  Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Perusahaan Efek,  Penasehat Investasi",Peraturan OJK,34/POJK.03/2018,28 Desember 2018,Penilaian-Kembali-Bagi-Pihak-Utama-Lembaga-Jasa-Keuangan -- POJK 34 - 03 - 2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Kembali-Bagi-Pihak-Utama-Lembaga-Jasa-Keuangan/POJK%2034%20-%2003%20-%202018.pdf,ojk-peraturan_ojk-34_pojk_03_2018-28122018-penilaian_kembali_bagi_pihak_utama_lembaga_jasa_keuangan.pdf,45
Penyelenggaraan Usaha Perusahaan Pembiayaan,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Usaha-Perusahaan-Pembiayaan.aspx,IKNB,Lembaga Pembiayaan,Peraturan OJK,35/POJK.05/2018,27 Desember 2018,Penyelenggaraan-Usaha-Perusahaan-Pembiayaan -- pojk 35-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Usaha-Perusahaan-Pembiayaan/pojk%2035-2018.pdf,ojk-peraturan_ojk-35_pojk_05_2018-27122018-penyelenggaraan_usaha_perusahaan_pembiayaan.pdf,129
Tata Cara Pemeriksaan di Sektor Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal.aspx,Pasar Modal,"Pasar Modal Syariah,  Perusahaan Efek,  Wakil Perusahaan Efek,  Penasehat Investasi,  Lembaga Penunjang Pasar Modal,  Profesi Penunjang Pasar Modal,  Emiten dan Perusahaan Publik",Peraturan OJK,36/POJK.04/2018,27 Desember 2018,Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal -- pojk 36-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal/pojk%2036-2018.pdf,ojk-peraturan_ojk-36_pojk_04_2018-27122018-tata_cara_pemeriksaan_di_sektor_pasar_modal.pdf,18
Batas Maksimum Pemberian Kredit dan Penyediaan Dana Besar Bagi Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Batas-Maksimum-Pemberian-Kredit-dan-Penyediaan-Dana-Besar-Bagi-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,32/POJK.03/2018,26 Desember 2018,Batas-Maksimum-Pemberian-Kredit-dan-Penyediaan-Dana-Besar-Bagi-Bank-Umum -- pojk 32-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Batas-Maksimum-Pemberian-Kredit-dan-Penyediaan-Dana-Besar-Bagi-Bank-Umum/pojk%2032-2018.pdf,ojk-peraturan_ojk-32_pojk_03_2018-26122018-batas_maksimum_pemberian_kredit_dan_penyediaan_dana_besar_bagi_bank_umum.pdf,135
Perizinan Wakil Manajer Investasi,https://www.ojk.go.id/id/regulasi/Pages/Perizinan-Wakil-Manajer-Investasi.aspx,Pasar Modal,Profesi Penunjang Pasar Modal,Peraturan OJK,31/POJK.04/2018,11 Desember 2018,Perizinan-Wakil-Manajer-Investasi -- POJK 31 - Perizinan Wakil Manajer Investasi.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perizinan-Wakil-Manajer-Investasi/POJK%2031%20-%20Perizinan%20Wakil%20Manajer%20Investasi.pdf,ojk-peraturan_ojk-31_pojk_04_2018-11122018-perizinan_wakil_manajer_investasi.pdf,34
Perubahan atas POJK tentang Penyelenggaraan Usaha Lembaga Penjamin,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-atas-POJK-tentang-Penyelenggaraan-Usaha-Lembaga-Penjamin.aspx,IKNB,Lembaga Kliring dan Penjaminan,Peraturan OJK,30/POJK.05/2018,10 Desember 2018,Perubahan-atas-POJK-tentang-Penyelenggaraan-Usaha-Lembaga-Penjamin -- pojk 30-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-atas-POJK-tentang-Penyelenggaraan-Usaha-Lembaga-Penjamin/pojk%2030-2018.pdf,ojk-peraturan_ojk-30_pojk_05_2018-10122018-perubahan_atas_pojk_tentang_penyelenggaraan_usaha_lembaga_penjamin.pdf,16
