title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,pages
Penerbitan dan Persyaratan Efek Bersifat Utang dan Sukuk Berlandaskan Keberlanjutan,https://www.ojk.go.id/id/regulasi/Pages/Penerbitan-dan-Persyaratan-Efek-Bersifat-Utang-dan-Sukuk-Berlandaskan-Keberlanjutan-POJK-18-Tahun-2023.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,18 Tahun 2023,10 Oktober 2023,Penerbitan-dan-Persyaratan-Efek-Bersifat-Utang-dan-Sukuk-Berlandaskan-Keberlanjutan-POJK-18-Tahun-2023 -- ABSTRAK POJK 18 Tahun 2023 - Penerbitan dan Persyaratan Efek Bersifat Utang dan Sukuk B.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerbitan-dan-Persyaratan-Efek-Bersifat-Utang-dan-Sukuk-Berlandaskan-Keberlanjutan-POJK-18-Tahun-2023/ABSTRAK%20POJK%2018%20Tahun%202023%20-%20Penerbitan%20dan%20Persyaratan%20Efek%20Bersifat%20Utang%20dan%20Sukuk%20B.pdf,ojk-peraturan_ojk-18_tahun_2023-10102023-penerbitan_dan_persyaratan_efek_bersifat_utang_dan_sukuk_berlandaskan_keberlanjutan.pdf,1
Penerbitan dan Persyaratan Efek Bersifat Utang dan Sukuk Berlandaskan Keberlanjutan,https://www.ojk.go.id/id/regulasi/Pages/Penerbitan-dan-Persyaratan-Efek-Bersifat-Utang-dan-Sukuk-Berlandaskan-Keberlanjutan-POJK-18-Tahun-2023.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,18 Tahun 2023,10 Oktober 2023,Penerbitan-dan-Persyaratan-Efek-Bersifat-Utang-dan-Sukuk-Berlandaskan-Keberlanjutan-POJK-18-Tahun-2023 -- FAQ POJK 18 Tahun 2023 - Penerbitan dan Persyaratan Efek Bersifat Utang dan Sukuk Berla.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerbitan-dan-Persyaratan-Efek-Bersifat-Utang-dan-Sukuk-Berlandaskan-Keberlanjutan-POJK-18-Tahun-2023/FAQ%20POJK%2018%20Tahun%202023%20-%20Penerbitan%20dan%20Persyaratan%20Efek%20Bersifat%20Utang%20dan%20Sukuk%20Berla.pdf,ojk-peraturan_ojk-18_tahun_2023-10102023-penerbitan_dan_persyaratan_efek_bersifat_utang_dan_sukuk_berlandaskan_keberlanjutan.pdf,1
Penerapan Tata Kelola Bagi Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Tata-Kelola-Bagi-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,17 Tahun 2023,14 September 2023,Penerapan-Tata-Kelola-Bagi-Bank-Umum -- POJK 17 Tahun 2023. PENERAPAN TATA KELOLA BAGI BANK UMUM.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Tata-Kelola-Bagi-Bank-Umum/POJK%2017%20Tahun%202023.%20PENERAPAN%20TATA%20KELOLA%20BAGI%20BANK%20UMUM.pdf,ojk-peraturan_ojk-17_tahun_2023-14092023-penerapan_tata_kelola_bagi_bank_umum.pdf,12
Penerapan Tata Kelola Bagi Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Tata-Kelola-Bagi-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,17 Tahun 2023,14 September 2023,Penerapan-Tata-Kelola-Bagi-Bank-Umum -- Ringkasan POJK 17 Tahun 2023. PENERAPAN TATA KELOLA BAGI BANK UMUM.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Tata-Kelola-Bagi-Bank-Umum/Ringkasan%20POJK%2017%20Tahun%202023.%20PENERAPAN%20TATA%20KELOLA%20BAGI%20BANK%20UMUM.pdf,ojk-peraturan_ojk-17_tahun_2023-14092023-penerapan_tata_kelola_bagi_bank_umum.pdf,12
Penerapan Tata Kelola Bagi Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Tata-Kelola-Bagi-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,17 Tahun 2023,14 September 2023,Penerapan-Tata-Kelola-Bagi-Bank-Umum -- ABSTRAK POJK 17 TAHUN 2023. PENERAPAN TATA KELOLA BAGI BANK UMUM.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Tata-Kelola-Bagi-Bank-Umum/ABSTRAK%20POJK%2017%20TAHUN%202023.%20PENERAPAN%20TATA%20KELOLA%20BAGI%20BANK%20UMUM.pdf,ojk-peraturan_ojk-17_tahun_2023-14092023-penerapan_tata_kelola_bagi_bank_umum.pdf,12
Penerapan Tata Kelola Bagi Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Tata-Kelola-Bagi-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,17 Tahun 2023,14 September 2023,Penerapan-Tata-Kelola-Bagi-Bank-Umum -- FAQ POJK 17 Tahun 2023. PENERAPAN TATA KELOLA BAGI BANK UMUM.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Tata-Kelola-Bagi-Bank-Umum/FAQ%20POJK%2017%20Tahun%202023.%20PENERAPAN%20TATA%20KELOLA%20BAGI%20BANK%20UMUM.pdf,ojk-peraturan_ojk-17_tahun_2023-14092023-penerapan_tata_kelola_bagi_bank_umum.pdf,12
Penyelenggaraan Layanan Administrasi Prinsip Mengenali Nasabah,https://www.ojk.go.id/id/regulasi/Pages/POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,15 Tahun 2023,8 Agustus 2023,POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah -- POJK 15 Tahun 2023- Penyelenggaraan Layanan Administrasi Prinsip Mengenali Nasabah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah/POJK%2015%20Tahun%202023-%20Penyelenggaraan%20Layanan%20Administrasi%20Prinsip%20Mengenali%20Nasabah.pdf,ojk-peraturan_ojk-15_tahun_2023-08082023-penyelenggaraan_layanan_administrasi_prinsip_mengenali_nasabah.pdf,1
Penyelenggaraan Layanan Administrasi Prinsip Mengenali Nasabah,https://www.ojk.go.id/id/regulasi/Pages/POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,15 Tahun 2023,8 Agustus 2023,POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah -- ABSTRAK POJK 15 TAHUN 2023 - PENYELENGGARAAN LAYANAN ADMINISTRASI PRINSIP MENGENAL.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah/ABSTRAK%20POJK%2015%20TAHUN%202023%20-%20PENYELENGGARAAN%20LAYANAN%20ADMINISTRASI%20PRINSIP%20MENGENAL.pdf,ojk-peraturan_ojk-15_tahun_2023-08082023-penyelenggaraan_layanan_administrasi_prinsip_mengenali_nasabah.pdf,1
Penyelenggaraan Layanan Administrasi Prinsip Mengenali Nasabah,https://www.ojk.go.id/id/regulasi/Pages/POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,15 Tahun 2023,8 Agustus 2023,POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah -- FAQ POJK 15 Tahun 2023- Penyelenggaraan Layanan Administrasi Prinsip Mengenali Nas.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-Nomor-15-Tahun-2023-tentang-Penyelenggaraan-Layanan-Administrasi-Prinsip-Mengenali-Nasabah/FAQ%20POJK%2015%20Tahun%202023-%20Penyelenggaraan%20Layanan%20Administrasi%20Prinsip%20Mengenali%20Nas.pdf,ojk-peraturan_ojk-15_tahun_2023-08082023-penyelenggaraan_layanan_administrasi_prinsip_mengenali_nasabah.pdf,1
Penyidikan Tindak Pidana di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-(POJK-Penyidikan).aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah,  EPK",Peraturan Lainnya,Peraturan OJK,16 Tahun 2023,7 Agustus 2023,Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-(POJK-Penyidikan) -- POJK 16 TAHUN 2023 -  OJK TERBITKAN ATURAN BARU MENGENAI PENYIDIKAN TINDAK PIDANA SEKTOR JASA KEUANGAN.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-%28POJK-Penyidikan%29/POJK%2016%20TAHUN%202023%20-%20%20OJK%20TERBITKAN%20ATURAN%20BARU%20MENGENAI%20PENYIDIKAN%20TINDAK%20PIDANA%20SEKTOR%20JASA%20KEUANGAN.pdf,ojk-peraturan_ojk-16_tahun_2023-07082023-penyidikan_tindak_pidana_di_sektor_jasa_keuangan.pdf,3
Penyidikan Tindak Pidana di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-(POJK-Penyidikan).aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah,  EPK",Peraturan Lainnya,Peraturan OJK,16 Tahun 2023,7 Agustus 2023,Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-(POJK-Penyidikan) -- ABSTRAK POJK 16 TAHUN 2023 -  OJK TERBITKAN ATURAN BARU MENGENAI PENYIDIKAN TINDAK PIDANA SEKTOR JASA KEUANGAN.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-%28POJK-Penyidikan%29/ABSTRAK%20POJK%2016%20TAHUN%202023%20-%20%20OJK%20TERBITKAN%20ATURAN%20BARU%20MENGENAI%20PENYIDIKAN%20TINDAK%20PIDANA%20SEKTOR%20JASA%20KEUANGAN.pdf,ojk-peraturan_ojk-16_tahun_2023-07082023-penyidikan_tindak_pidana_di_sektor_jasa_keuangan.pdf,3
Penyidikan Tindak Pidana di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-(POJK-Penyidikan).aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah,  EPK",Peraturan Lainnya,Peraturan OJK,16 Tahun 2023,7 Agustus 2023,Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-(POJK-Penyidikan) -- FAQ POJK 16 TAHUN 2023 -  OJK TERBITKAN ATURAN BARU MENGENAI PENYIDIKAN TINDAK PIDANA SEKTOR JASA KEUANGAN.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyidikan-Tindak-Pidana-di-Sektor-Jasa-Keuangan-%28POJK-Penyidikan%29/FAQ%20POJK%2016%20TAHUN%202023%20-%20%20OJK%20TERBITKAN%20ATURAN%20BARU%20MENGENAI%20PENYIDIKAN%20TINDAK%20PIDANA%20SEKTOR%20JASA%20KEUANGAN.pdf,ojk-peraturan_ojk-16_tahun_2023-07082023-penyidikan_tindak_pidana_di_sektor_jasa_keuangan.pdf,3
Perdagangan Karbon Melalui Bursa Karbon,https://www.ojk.go.id/id/regulasi/Pages/Perdagangan-Karbon-Melalui-Bursa-Karbon.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,14 Tahun 2023,2 Agustus 2023,Perdagangan-Karbon-Melalui-Bursa-Karbon -- POJK 14 Tahun 2023 - PERDAGANGAN KARBON MELALUI BURSA KARBON.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perdagangan-Karbon-Melalui-Bursa-Karbon/POJK%2014%20Tahun%202023%20-%20PERDAGANGAN%20KARBON%20MELALUI%20BURSA%20KARBON.pdf,ojk-peraturan_ojk-14_tahun_2023-02082023-perdagangan_karbon_melalui_bursa_karbon.pdf,2
Perdagangan Karbon Melalui Bursa Karbon,https://www.ojk.go.id/id/regulasi/Pages/Perdagangan-Karbon-Melalui-Bursa-Karbon.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,14 Tahun 2023,2 Agustus 2023,Perdagangan-Karbon-Melalui-Bursa-Karbon -- Abstrak POJK 14 Tahun 2023 - PERDANGAN KARBON MELALUI BURSA KARBON.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perdagangan-Karbon-Melalui-Bursa-Karbon/Abstrak%20POJK%2014%20Tahun%202023%20-%20PERDANGAN%20KARBON%20MELALUI%20BURSA%20KARBON.pdf,ojk-peraturan_ojk-14_tahun_2023-02082023-perdagangan_karbon_melalui_bursa_karbon.pdf,2
Perdagangan Karbon Melalui Bursa Karbon,https://www.ojk.go.id/id/regulasi/Pages/Perdagangan-Karbon-Melalui-Bursa-Karbon.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,14 Tahun 2023,2 Agustus 2023,Perdagangan-Karbon-Melalui-Bursa-Karbon -- FAQ POJK 14 Tahun 2023 - PERDAGANGAN KARBON MELALUI BURSA KARBON.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perdagangan-Karbon-Melalui-Bursa-Karbon/FAQ%20POJK%2014%20Tahun%202023%20-%20PERDAGANGAN%20KARBON%20MELALUI%20BURSA%20KARBON.pdf,ojk-peraturan_ojk-14_tahun_2023-02082023-perdagangan_karbon_melalui_bursa_karbon.pdf,2
Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal dalam Kondisi Pasar yang Berfluktuasi secara Signifikan,https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,13 Tahun 2023,20 Juli 2023,Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan -- POJK 13 TAHUN 2023 - KEBIJAKAN DALAM MENJAGA KINERJA DAN STABILITAS PASAR MODAL D.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan/POJK%2013%20TAHUN%202023%20-%20KEBIJAKAN%20DALAM%20MENJAGA%20KINERJA%20DAN%20STABILITAS%20PASAR%20MODAL%20D.pdf,ojk-peraturan_ojk-13_tahun_2023-20072023-kebijakan_dalam_menjaga_kinerja_dan_stabilitas_pasar_modal_dalam_kondisi_pasar_yang_berfluktuasi_secara_signifikan.pdf,2
Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal dalam Kondisi Pasar yang Berfluktuasi secara Signifikan,https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,13 Tahun 2023,20 Juli 2023,Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan -- Abstrak POJK 13 Tahun 2023.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan/Abstrak%20POJK%2013%20Tahun%202023.pdf,ojk-peraturan_ojk-13_tahun_2023-20072023-kebijakan_dalam_menjaga_kinerja_dan_stabilitas_pasar_modal_dalam_kondisi_pasar_yang_berfluktuasi_secara_signifikan.pdf,2
Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal dalam Kondisi Pasar yang Berfluktuasi secara Signifikan,https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,13 Tahun 2023,20 Juli 2023,Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan -- FAQ POJK 13 TAHUN 2023 - KEBIJAKAN DALAM MENJAGA KINERJA DAN STABILITAS.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-dalam-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan/FAQ%20POJK%2013%20TAHUN%202023%20-%20KEBIJAKAN%20DALAM%20MENJAGA%20KINERJA%20DAN%20STABILITAS.pdf,ojk-peraturan_ojk-13_tahun_2023-20072023-kebijakan_dalam_menjaga_kinerja_dan_stabilitas_pasar_modal_dalam_kondisi_pasar_yang_berfluktuasi_secara_signifikan.pdf,2
Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-(POJK-UUS).aspx,"Perbankan,  Syariah","Perbankan Syariah,  Peraturan Lainnya",Peraturan OJK,12 Tahun 2023,12 Juli 2023,Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-(POJK-UUS) -- POJK 12 Tahun 2023 - UNIT USAHA SYARIAH.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-%28POJK-UUS%29/POJK%2012%20Tahun%202023%20-%20UNIT%20USAHA%20SYARIAH.pdf,ojk-peraturan_ojk-12_tahun_2023-12072023-unit_usaha_syariah.pdf,4
Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-(POJK-UUS).aspx,"Perbankan,  Syariah","Perbankan Syariah,  Peraturan Lainnya",Peraturan OJK,12 Tahun 2023,12 Juli 2023,Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-(POJK-UUS) -- Ringkasan POJK 12 Tahun 2023 - UNIT USAHA SYARIAH.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-%28POJK-UUS%29/Ringkasan%20POJK%2012%20Tahun%202023%20-%20UNIT%20USAHA%20SYARIAH.pdf,ojk-peraturan_ojk-12_tahun_2023-12072023-unit_usaha_syariah.pdf,4
Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-(POJK-UUS).aspx,"Perbankan,  Syariah","Perbankan Syariah,  Peraturan Lainnya",Peraturan OJK,12 Tahun 2023,12 Juli 2023,Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-(POJK-UUS) -- ABSTRAK POJK 12 TAHUN 2023 - UNIT USAHA SYARIAH.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-%28POJK-UUS%29/ABSTRAK%20POJK%2012%20TAHUN%202023%20-%20UNIT%20USAHA%20SYARIAH.pdf,ojk-peraturan_ojk-12_tahun_2023-12072023-unit_usaha_syariah.pdf,4
Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-(POJK-UUS).aspx,"Perbankan,  Syariah","Perbankan Syariah,  Peraturan Lainnya",Peraturan OJK,12 Tahun 2023,12 Juli 2023,Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-(POJK-UUS) -- FAQ POJK 12 TAHUN 2023 - UNIT USAHA SYARIAH.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-Otoritas-Jasa-Keuangan-Nomor-12-Tahun-2023-tentang-Unit-Usaha-Syariah-%28POJK-UUS%29/FAQ%20POJK%2012%20TAHUN%202023%20-%20UNIT%20USAHA%20SYARIAH.pdf,ojk-peraturan_ojk-12_tahun_2023-12072023-unit_usaha_syariah.pdf,4
Pemisahan Unit Syariah Perusahaan Asuransi dan Perusahaan Reasuransi,https://www.ojk.go.id/id/regulasi/Pages/Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-(POJK-11-Tahun-2023).aspx,IKNB,Asuransi,Peraturan OJK,11 Tahun 2023,11 Juli 2023,Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-(POJK-11-Tahun-2023) -- POJK 11 TAHUN 2023 - PEMISAHAN UNIT SYARIAH ASURANSI DAN REASURANSI.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-%28POJK-11-Tahun-2023%29/POJK%2011%20TAHUN%202023%20-%20PEMISAHAN%20UNIT%20SYARIAH%20ASURANSI%20DAN%20REASURANSI.pdf,ojk-peraturan_ojk-11_tahun_2023-11072023-pemisahan_unit_syariah_perusahaan_asuransi_dan_perusahaan_reasuransi.pdf,2
Pemisahan Unit Syariah Perusahaan Asuransi dan Perusahaan Reasuransi,https://www.ojk.go.id/id/regulasi/Pages/Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-(POJK-11-Tahun-2023).aspx,IKNB,Asuransi,Peraturan OJK,11 Tahun 2023,11 Juli 2023,Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-(POJK-11-Tahun-2023) -- RINGKASAN POJK 11 TAHUN 2023 - PEMISAHAN UNIT SYARIAH ASURANSI DAN REASUR.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-%28POJK-11-Tahun-2023%29/RINGKASAN%20POJK%2011%20TAHUN%202023%20-%20PEMISAHAN%20UNIT%20SYARIAH%20ASURANSI%20DAN%20REASUR.pdf,ojk-peraturan_ojk-11_tahun_2023-11072023-pemisahan_unit_syariah_perusahaan_asuransi_dan_perusahaan_reasuransi.pdf,2
Pemisahan Unit Syariah Perusahaan Asuransi dan Perusahaan Reasuransi,https://www.ojk.go.id/id/regulasi/Pages/Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-(POJK-11-Tahun-2023).aspx,IKNB,Asuransi,Peraturan OJK,11 Tahun 2023,11 Juli 2023,Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-(POJK-11-Tahun-2023) -- ABSTRAK POJK 11 TAHUN 2023 - PEMISAHAN UNIT SYARIAH ASURANSI DAN REASURAN.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-%28POJK-11-Tahun-2023%29/ABSTRAK%20POJK%2011%20TAHUN%202023%20-%20PEMISAHAN%20UNIT%20SYARIAH%20ASURANSI%20DAN%20REASURAN.pdf,ojk-peraturan_ojk-11_tahun_2023-11072023-pemisahan_unit_syariah_perusahaan_asuransi_dan_perusahaan_reasuransi.pdf,2
Pemisahan Unit Syariah Perusahaan Asuransi dan Perusahaan Reasuransi,https://www.ojk.go.id/id/regulasi/Pages/Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-(POJK-11-Tahun-2023).aspx,IKNB,Asuransi,Peraturan OJK,11 Tahun 2023,11 Juli 2023,Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-(POJK-11-Tahun-2023) -- FAQ POJK 11 TAHUN 2023 - PEMISAHAN UNIT SYARIAH ASURANSI DAN REASURANSI.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemisahan-Unit-Syariah-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-%28POJK-11-Tahun-2023%29/FAQ%20POJK%2011%20TAHUN%202023%20-%20PEMISAHAN%20UNIT%20SYARIAH%20ASURANSI%20DAN%20REASURANSI.pdf,ojk-peraturan_ojk-11_tahun_2023-11072023-pemisahan_unit_syariah_perusahaan_asuransi_dan_perusahaan_reasuransi.pdf,2
Pemisahan Unit Usaha Syariah Perusahaan Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/Pemisahan-Unit-Usaha-Syariah-Perusahaan-Penjaminan.aspx,IKNB,"IKNB Syariah,  Lembaga Kliring dan Penjaminan,  Peraturan Lainnya",Peraturan OJK,10 Tahun 2023,11 Juli 2023,Pemisahan-Unit-Usaha-Syariah-Perusahaan-Penjaminan -- POJK 10 TAHUN 2023 - PEMISAHAN UNIT USAHA SYARIAH PERUSAHAAN PENJAMINAN.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemisahan-Unit-Usaha-Syariah-Perusahaan-Penjaminan/POJK%2010%20TAHUN%202023%20-%20PEMISAHAN%20UNIT%20USAHA%20SYARIAH%20PERUSAHAAN%20PENJAMINAN.pdf,ojk-peraturan_ojk-10_tahun_2023-11072023-pemisahan_unit_usaha_syariah_perusahaan_penjaminan.pdf,2
Pemisahan Unit Usaha Syariah Perusahaan Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/Pemisahan-Unit-Usaha-Syariah-Perusahaan-Penjaminan.aspx,IKNB,"IKNB Syariah,  Lembaga Kliring dan Penjaminan,  Peraturan Lainnya",Peraturan OJK,10 Tahun 2023,11 Juli 2023,Pemisahan-Unit-Usaha-Syariah-Perusahaan-Penjaminan -- RINGKASAN POJK 10 TAHUN 2023 - PEMISAHAN UNIT USAHA SYARIAH PERUSAHAAN PENJAMINAN.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemisahan-Unit-Usaha-Syariah-Perusahaan-Penjaminan/RINGKASAN%20POJK%2010%20TAHUN%202023%20-%20PEMISAHAN%20UNIT%20USAHA%20SYARIAH%20PERUSAHAAN%20PENJAMINAN.pdf,ojk-peraturan_ojk-10_tahun_2023-11072023-pemisahan_unit_usaha_syariah_perusahaan_penjaminan.pdf,2
