model,exact_match,rouge1_f1,rouge2_f1,rougeL_f1,bleu,meteor,inference_time_sec
SFT-SeaLLMs-v3-7B-LoRA,0.0,0.6814855802898524,0.5267185982406102,0.6297999836068571,0.44351246393860994,0.6657710768057339,18.01790738105774
